"product_category_name","seller_city","seller_state","transaction_count","total_revenue","avg_price_per_item","unique_products_sold"
"moveis_decoracao","maringa","PR","30","1828.20","60.94","14"
"livros_importados","sao paulo","SP","36","1825.86","50.72","15"
"informatica_acessorios","novo hamburgo","RS","10","1805.60","180.56","7"
"brinquedos","pedreira","SP","8","1800.00","225.00","1"
"cool_stuff","pradopolis","SP","9","1798.84","199.87","1"
"pet_shop","mogi guacu","SP","13","1798.61","138.35","5"
"consoles_games","ribeirao das neves","MG","8","1796.78","224.60","5"
"informatica_acessorios","sao  paulo","SP","11","1796.40","163.31","2"
"instrumentos_musicais","sao jose dos pinhais","SP","7","1789.00","255.57","3"
"informatica_acessorios","brejao","PE","14","1780.93","127.21","14"
"beleza_saude","sando andre","SP","15","1772.45","118.16","12"
"moveis_cozinha_area_de_servico_jantar_e_jardim","bento goncalves","RS","12","1768.00","147.33","4"
"brinquedos","sao caetano do sul","SP","12","1765.67","147.14","8"
"utilidades_domesticas","santos","SP","38","1765.49","46.46","17"
"moveis_decoracao","serra negra","SP","25","1762.50","70.50","8"
"utilidades_domesticas","pocos de caldas","MG","10","1754.10","175.41","6"
"market_place","araras","SP","6","1752.34","292.06","3"
"utilidades_domesticas","brasilia","DF","32","1745.58","54.55","12"
"eletroportateis","sorocaba","SP","6","1743.12","290.52","6"
"automotivo","pinhais","SP","10","1742.50","174.25","6"
"esporte_lazer","araguari","MG","11","1739.89","158.17","6"
"moveis_decoracao","campo largo","PR","9","1737.40","193.04","8"
"ferramentas_jardim","votuporanga","SP","7","1729.90","247.13","6"
"cama_mesa_banho","ribeirao preto","SP","23","1718.29","74.71","7"
"construcao_ferramentas_construcao","salto","SP","9","1713.10","190.34","3"
"eletronicos","guariba","SP","10","1709.60","170.96","2"
"climatizacao","londrina","PR","11","1706.90","155.17","3"
"eletroportateis","ribeirao preto","SP","7","1704.00","243.43","3"
"moveis_escritorio","santo andre","SP","11","1702.00","154.73","3"
"musica","guarulhos","SP","7","1698.00","242.57","3"
"beleza_saude","marilia","SP","15","1696.98","113.13","10"
"utilidades_domesticas","votuporanga","SP","13","1687.30","129.79","3"
"moveis_decoracao","tiradentes","MG","18","1686.20","93.68","7"
"esporte_lazer","niteroi","RJ","20","1680.80","84.04","3"
"automotivo","votorantim","SP","21","1676.17","79.82","4"
"cama_mesa_banho","praia grande","SP","17","1675.78","98.58","11"
"construcao_ferramentas_construcao","indaiatuba","SP","10","1662.15","166.22","5"
"beleza_saude","mogi mirim","SP","30","1659.86","55.33","3"
"brinquedos","descalvado","SP","13","1654.87","127.30","5"
"beleza_saude","itajai","SC","16","1654.00","103.38","2"
"eletronicos","paranavai","PR","13","1646.90","126.68","3"
"pet_shop","araraquara","SP","25","1638.25","65.53","15"
"beleza_saude","jau","SP","11","1638.10","148.92","5"
"moveis_sala","rolandia","PR","5","1636.44","327.29","2"
NULL,"brasilia","DF","10","1636.41","163.64","7"
"relogios_presentes","campo limpo paulista","SP","64","1633.60","25.53","11"
"utilidades_domesticas","scao jose do rio pardo","SP","11","1633.10","148.46","10"
"perfumaria","mogi das cruzes","SP","10","1630.00","163.00","6"
NULL,"ouro preto","MG","18","1622.74","90.15","8"
"moveis_cozinha_area_de_servico_jantar_e_jardim","sao bernardo do campo","SP","10","1618.50","161.85","3"
"malas_acessorios","diadema","SP","12","1618.00","134.83","2"
"esporte_lazer","arapongas","PR","14","1617.96","115.57","7"
"utilidades_domesticas","tanabi","SP","15","1615.90","107.73","6"
"esporte_lazer","caxias do sul","RS","18","1615.40","89.74","9"
"esporte_lazer","barueri","SP","7","1614.22","230.60","4"
"instrumentos_musicais","sete lagoas","MG","6","1613.20","268.87","5"
"construcao_ferramentas_construcao","campinas","SP","14","1606.40","114.74","6"
"beleza_saude","osasco","SP","35","1605.25","45.86","23"
"beleza_saude","americana","SP","5","1603.50","320.70","3"
"telefonia","atibaia","SP","24","1602.00","66.75","4"
"tablets_impressao_imagem","sao paulo","SP","26","1599.92","61.54","5"
"beleza_saude","presidente prudente","SP","13","1594.70","122.67","7"
"automotivo","santos","SP","53","1587.42","29.95","15"
"bebes","guarulhos","SP","35","1579.91","45.14","7"
"casa_construcao","sao jose do rio preto","SP","15","1574.90","104.99","7"
"casa_construcao","itajai","SC","12","1566.80","130.57","2"
"beleza_saude","mococa","SP","20","1560.00","78.00","1"
"cool_stuff","laranjal paulista","SP","21","1559.47","74.26","5"
"telefonia","santo andre","SP","71","1554.54","21.89","7"
"telefonia","rio de janeiro","RJ","19","1553.84","81.78","11"
"utilidades_domesticas","ampere","PR","24","1552.00","64.67","7"
"esporte_lazer","sumare","SP","14","1549.80","110.70","8"
"esporte_lazer","novo hamburgo","RS","7","1549.50","221.36","6"
"fashion_bolsas_e_acessorios","marica","RJ","11","1548.90","140.81","3"
NULL,"ribeirao das neves","MG","19","1548.18","81.48","8"
"cool_stuff","joinville","SC","15","1545.95","103.06","8"
"moveis_cozinha_area_de_servico_jantar_e_jardim","bauru","SP","7","1545.50","220.79","1"
NULL,"campinas","SP","6","1543.70","257.28","3"
"bebes","laranjal paulista","SP","19","1542.61","81.19","4"
"esporte_lazer","aperibe","RJ","19","1540.34","81.07","6"
"telefonia_fixa","vitoria","ES","6","1536.00","256.00","1"
"construcao_ferramentas_construcao","ribeirao pires","SP","25","1533.57","61.34","10"
NULL,"sao jose do rio preto","SP","6","1533.00","255.50","2"
"construcao_ferramentas_construcao","bauru","SP","22","1530.20","69.55","7"
"utilidades_domesticas","claudio","MG","14","1521.70","108.69","10"
"beleza_saude","uruacu","GO","11","1521.21","138.29","3"
"ferramentas_jardim","salto","SP","51","1520.90","29.82","10"
"cool_stuff","goiania","GO","8","1520.50","190.06","7"
"automotivo","campinas","SP","19","1515.61","79.77","18"
"automotivo","jacutinga","MG","12","1514.88","126.24","3"
"utilidades_domesticas","ibitinga","SP","35","1513.26","43.24","14"
"eletroportateis","sao jose dos campos","SP","5","1505.40","301.08","2"
"consoles_games","belo horizonte","MG","54","1504.80","27.87","16"
"informatica_acessorios","monte alto","SP","6","1499.94","249.99","2"
"papelaria","osasco","SP","9","1499.30","166.59","6"
"utilidades_domesticas","itatiba","SP","10","1494.00","149.40","8"
"automotivo","sorocaba","SP","31","1492.68","48.15","23"
"informatica_acessorios","salto","SP","34","1492.60","43.90","5"
"beleza_saude","eunapolis","BA","14","1486.80","106.20","9"
"informatica_acessorios","piracicaba","SP","18","1475.63","81.98","4"
"relogios_presentes","mogi das cruzes","SP","5","1465.99","293.20","2"
"livros_tecnicos","mogi das cruzes","SP","11","1463.00","133.00","11"
"construcao_ferramentas_construcao","sao jose do rio preto","SP","9","1452.60","161.40","4"
"utilidades_domesticas","bauru","SP","19","1452.00","76.42","14"
"construcao_ferramentas_iluminacao","blumenau","SC","14","1446.89","103.35","6"
"informatica_acessorios","sorocaba","SP","20","1445.30","72.27","8"
"sinalizacao_e_seguranca","guarulhos","SP","13","1443.73","111.06","5"
"cama_mesa_banho","borda da mata","MG","6","1443.40","240.57","5"
"climatizacao","francisco beltrao","PR","20","1441.10","72.06","3"
"moveis_cozinha_area_de_servico_jantar_e_jardim","itatiba","SP","5","1440.00","288.00","2"
"moveis_quarto","toledo","PR","5","1435.00","287.00","1"
"alimentos_bebidas","praia grande","SP","33","1429.44","43.32","10"
"moveis_decoracao","porto alegre","RS","15","1428.42","95.23","4"
"relogios_presentes","sorocaba","SP","8","1427.91","178.49","8"
"brinquedos","capivari","SP","9","1425.10","158.34","9"
NULL,"itauna","MG","7","1421.70","203.10","2"
"brinquedos","monte siao","MG","21","1412.79","67.28","1"
"informatica_acessorios","anapolis","GO","13","1411.70","108.59","2"
"brinquedos","londrina","PR","16","1402.06","87.63","10"
"ferramentas_jardim","sp","SP","5","1397.70","279.54","4"
"cool_stuff","palhoca","SC","12","1393.00","116.08","6"
"automotivo","aparecida de goiania","GO","13","1392.95","107.15","1"
"bebes","ribeirao preto","SP","11","1381.10","125.55","4"
"brinquedos","itajai","SP","36","1378.47","38.29","2"
"esporte_lazer","tres coracoes","MG","9","1376.00","152.89","6"
"beleza_saude","sao joao del rei","MG","12","1368.50","114.04","9"
"brinquedos","rio claro","SP","6","1366.94","227.82","4"
"eletronicos","uberlandia","MG","11","1361.40","123.76","2"
"utilidades_domesticas","ribeirao preto","SP","33","1356.70","41.11","12"
"consoles_games","brejao","PE","15","1353.98","90.27","11"
"perfumaria","limeira","SP","11","1353.37","123.03","5"
"moveis_sala","sao paulo","SP","14","1351.23","96.52","8"
"eletronicos","joinville","SC","7","1348.40","192.63","4"
"telefonia","ribeirao preto","SP","28","1347.73","48.13","11"
"moveis_decoracao","jaboticabal","SP","10","1345.00","134.50","3"
"utilidades_domesticas","rio negrinho","SC","6","1341.45","223.58","6"
NULL,"sorocaba","SP","24","1341.10","55.88","8"
"esporte_lazer","guaruja","SP","8","1340.72","167.59","4"
"ferramentas_jardim","sorocaba","SP","16","1335.50","83.47","3"
"sinalizacao_e_seguranca","ribeirao preto","SP","11","1335.00","121.36","1"
"fashion_bolsas_e_acessorios","borda da mata","MG","14","1334.50","95.32","1"
"telefonia","uberlandia","MG","26","1324.50","50.94","11"
NULL,"holambra","SP","7","1322.93","188.99","3"
"construcao_ferramentas_seguranca","goiania","GO","6","1314.04","219.01","4"
"beleza_saude","artur nogueira","SP","16","1312.40","82.03","9"
"esporte_lazer","sao jose dos pinhais","PR","12","1310.00","109.17","4"
"bebes","carapicuiba","SP","33","1305.48","39.56","4"
"construcao_ferramentas_construcao","rio de janeiro","RJ","7","1304.17","186.31","4"
"perfumaria","betim","MG","52","1303.12","25.06","32"
"consoles_games","taboao da serra","SP","5","1299.55","259.91","1"
"cool_stuff","sao jose dos pinhais","PR","11","1298.90","118.08","4"
NULL,"osasco","SP","15","1296.61","86.44","7"
"esporte_lazer","santa terezinha de itaipu","PR","23","1291.72","56.16","3"
"ferramentas_jardim","barueri","SP","8","1289.70","161.21","3"
"utilidades_domesticas","americana","SP","18","1287.60","71.53","7"
"moveis_sala","birigui","SP","15","1278.50","85.23","4"
"beleza_saude","atibaia","SP","16","1277.29","79.83","9"
"utilidades_domesticas","lagoa santa","MG","11","1274.37","115.85","2"
"moveis_decoracao","sao carlos","SP","12","1270.97","105.91","10"
"pet_shop","porto belo","SC","13","1266.00","97.38","3"
"fashion_bolsas_e_acessorios","porto seguro","BA","14","1262.70","90.19","8"
"utilidades_domesticas","concordia","SC","9","1260.00","140.00","6"
"cine_foto","santo andre","SP","18","1259.10","69.95","7"
"esporte_lazer","amparo","SP","8","1258.87","157.36","5"
"cool_stuff","tabatinga","SP","8","1254.20","156.78","6"
"moveis_decoracao","divinopolis","MG","11","1253.86","113.99","7"
"beleza_saude","mineiros do tiete","SP","38","1249.32","32.88","11"
"utilidades_domesticas","assis","SP","16","1246.20","77.89","5"
"telefonia","santana de parnaiba","SP","30","1244.97","41.50","8"
"esporte_lazer","sao caetano do sul","SP","15","1242.10","82.81","11"
"cool_stuff","osasco","SP","12","1241.40","103.45","4"
"utilidades_domesticas","sao pedro","SP","13","1238.79","95.29","7"
"moveis_sala","curitiba","PR","12","1238.20","103.18","5"
"esporte_lazer","marechal candido rondon","PA","8","1238.00","154.75","7"
"moveis_decoracao","franca","SP","55","1234.50","22.45","24"
"cool_stuff","santos","SP","10","1231.00","123.10","5"
"brinquedos","pilar do sul","SP","6","1220.00","203.33","2"
"relogios_presentes","serra negra","SP","27","1218.80","45.14","15"
"informatica_acessorios","guarulhos","SP","22","1214.45","55.20","12"
"informatica_acessorios","franca","SP","10","1212.58","121.26","5"
"beleza_saude","goiania","GO","12","1212.30","101.03","9"
"brinquedos","lorena","SP","5","1212.00","242.40","2"
"market_place","sao jose","SC","20","1211.10","60.56","4"
"cool_stuff","sao  paulo","SP","7","1209.00","172.71","2"
"fashion_esporte","sao paulo","SP","20","1208.00","60.40","13"
"automotivo","vargem grande do sul","SP","9","1202.50","133.61","8"
"moveis_decoracao","vespasiano","MG","7","1197.80","171.11","3"
"esporte_lazer","taboao da serra","SP","7","1191.04","170.15","5"
"bebes","brasilia","DF","7","1190.69","170.10","5"
"beleza_saude","mogi das cruzes","SP","19","1188.25","62.54","9"
NULL,"pinhais","PR","6","1186.70","197.78","3"
"automotivo","ji parana","RO","8","1182.26","147.78","7"
"eletrodomesticos","salto","SP","36","1181.40","32.82","1"
"artigos_de_natal","formosa do oeste","PR","8","1179.20","147.40","5"
"moveis_decoracao","araguari","MG","15","1177.50","78.50","9"
"moveis_decoracao","americana","SP","10","1176.50","117.65","8"
"bebes","osasco","SP","11","1175.20","106.84","5"
"climatizacao","registro","SP","5","1174.60","234.92","4"
"telefonia_fixa","novo hamburgo","RS","7","1168.99","167.00","6"
"alimentos","guarulhos","SP","8","1168.50","146.06","2"
"telefonia_fixa","franca","SP","5","1166.90","233.38","5"
"brinquedos","ubatuba","SP","12","1164.70","97.06","7"
"brinquedos","tiete","SP","8","1162.30","145.29","4"
"beleza_saude","maringa","PR","22","1160.72","52.76","11"
"moveis_decoracao","nova lima","MG","11","1154.35","104.94","10"
"pet_shop","santo andre","SP","13","1152.87","88.68","3"
"brinquedos","cruzeiro","SP","10","1152.37","115.24","4"
"brinquedos","santana de parnaiba","SP","25","1149.75","45.99","9"
"papelaria","betim","MG","9","1139.73","126.64","5"
NULL,"piracanjuba","GO","8","1135.20","141.90","2"
"utilidades_domesticas","birigui","SP","6","1132.60","188.77","4"
"dvds_blu_ray","goiania","GO","43","1130.99","26.30","37"
"construcao_ferramentas_jardim","campinas","SP","8","1127.69","140.96","4"
"cool_stuff","ipaussu","SP","5","1125.00","225.00","2"
"moveis_decoracao","tabao da serra","SP","6","1122.30","187.05","6"
"bebidas","pitanga","PR","8","1121.00","140.13","7"
"ferramentas_jardim","sao roque","SP","26","1116.30","42.93","10"
"cine_foto","sao bernardo do campo","SP","12","1105.60","92.13","2"
"cama_mesa_banho","paulinia","SP","12","1104.89","92.07","8"
"pet_shop","imbituba","SC","12","1094.80","91.23","6"
"casa_construcao","blumenau","SC","9","1091.47","121.27","5"
"automotivo","guaratuba","PR","6","1089.00","181.50","6"
"moveis_decoracao","cachoeirinha","RS","8","1088.00","136.00","7"
"esporte_lazer","campos dos goytacazes","RJ","6","1087.00","181.17","2"
"utilidades_domesticas","blumenau","SC","11","1084.88","98.63","5"
"informatica_acessorios","aracatuba","SP","17","1084.83","63.81","9"
"moveis_quarto","bady bassitt","SP","8","1082.92","135.37","6"
"beleza_saude","arapongas","PR","8","1080.00","135.00","8"
"moveis_decoracao","marilia","SP","6","1075.40","179.23","5"
"eletronicos","belo horizonte","MG","14","1074.39","76.74","6"
"eletrodomesticos_2","sao jose do rio preto","SP","5","1071.50","214.30","2"
NULL,"scao jose do rio pardo","SP","7","1064.93","152.13","3"
"esporte_lazer","betim","MG","22","1058.78","48.13","3"
"informatica_acessorios","sao jose do rio pardo","SP","18","1052.25","58.46","6"
"climatizacao","palhoca","SC","6","1051.40","175.23","5"
"automotivo","ibitinga","SP","25","1050.60","42.02","8"
"telefonia_fixa","sao caetano do sul","SP","14","1045.96","74.71","7"
"cama_mesa_banho","santa barbara d´oeste","SP","17","1045.66","61.51","10"
NULL,"jacarei","SP","27","1045.36","38.72","7"
"cool_stuff","novo hamburgo","RS","13","1043.89","80.30","6"
"alimentos","socorro","SP","18","1039.20","57.73","1"
"automotivo","campo grande","MS","5","1037.60","207.52","5"
"casa_conforto","sao paulo","SP","14","1033.80","73.84","8"
"moveis_decoracao","blumenau","SC","7","1033.00","147.57","7"
"industria_comercio_e_negocios","belo horizonte","MG","8","1032.06","129.01","5"
"perfumaria","guaruja","SP","8","1032.00","129.00","2"
"artigos_de_festas","sao paulo","SP","16","1031.88","64.49","10"
"alimentos_bebidas","campinas","SP","6","1028.90","171.48","5"
"informatica_acessorios","carapicuiba","SP","6","1028.71","171.45","5"
"brinquedos","congonhal","MG","9","1028.00","114.22","8"
"pet_shop","londrina","PR","15","1023.10","68.21","9"
"telefonia_fixa","jacarei","SP","14","1020.00","72.86","1"
"telefonia","riberao preto","SP","7","1014.61","144.94","3"
"utilidades_domesticas","pilar do sul","SP","17","1014.30","59.66","6"
"informatica_acessorios","sp","SP","15","1011.90","67.46","6"
"perfumaria","guarulhos","SP","11","1011.68","91.97","7"
"informatica_acessorios","sao ludgero","SC","5","1006.50","201.30","3"
"moveis_decoracao","uberaba","MG","5","1002.66","200.53","2"
"moveis_quarto","ibitinga","SP","11","1000.00","90.91","1"
"climatizacao","praia grande","SP","13","997.70","76.75","12"
"moveis_decoracao","uberlandia","MG","14","995.41","71.10","6"
"beleza_saude","araras","SP","18","995.00","55.28","13"
"cool_stuff","sao jose","SC","5","994.50","198.90","5"
"cool_stuff","barueri","SP","5","992.25","198.45","2"
"casa_conforto","votuporanga","SP","8","991.47","123.93","3"
"construcao_ferramentas_construcao","joinville","SC","5","991.00","198.20","2"
"automotivo","barueri","SP","17","990.06","58.24","8"
"informatica_acessorios","campina das missoes","RS","18","989.02","54.95","7"
"papelaria","salto","SP","9","987.10","109.68","4"
"perfumaria","mogi mirim","SP","7","983.70","140.53","7"
"moveis_escritorio","blumenau","SC","9","981.70","109.08","3"
"eletroportateis","itapevi","SP","14","978.60","69.90","1"
"beleza_saude","uberlandia","MG","8","974.71","121.84","4"
"moveis_decoracao","terra boa","PR","7","973.60","139.09","5"
"moveis_cozinha_area_de_servico_jantar_e_jardim","serra negra","SP","7","973.00","139.00","2"
"sinalizacao_e_seguranca","americana","SP","13","972.46","74.80","8"
"informatica_acessorios","itajai","SC","17","971.25","57.13","7"
"utilidades_domesticas","palhoca","SC","7","968.70","138.39","4"
"eletrodomesticos_2","catanduva","SP","6","959.40","159.90","1"
"automotivo","goiania","GO","6","958.49","159.75","5"
"eletrodomesticos_2","novo hamburgo","RS","5","954.50","190.90","4"
"beleza_saude","sao caetano do sul","SP","23","953.84","41.47","6"
"bebes","paulinia","SP","6","949.40","158.23","5"
"beleza_saude","maua","SP","9","949.10","105.46","4"
"brinquedos","divinopolis","MG","6","948.86","158.14","5"
"climatizacao","osasco","SP","9","947.90","105.32","2"
"moveis_sala","ibitinga","SP","11","947.66","86.15","5"
"perfumaria","taboao da serra","SP","25","942.60","37.70","6"
"construcao_ferramentas_construcao","sao jose dos campos","SP","9","937.35","104.15","8"
"beleza_saude","jundiai","SP","6","936.85","156.14","3"
"moveis_decoracao","capivari","SP","14","936.07","66.86","3"
"ferramentas_jardim","uba","MG","6","935.94","155.99","1"
"moveis_sala","bady bassitt","SP","6","935.94","155.99","5"
"instrumentos_musicais","campo bom","RS","5","933.50","186.70","1"
"perfumaria","nova friburgo","RJ","25","932.77","37.31","5"
"beleza_saude","congonhal","MG","10","924.53","92.45","5"
"beleza_saude","guanhaes","MG","6","924.00","154.00","3"
"livros_interesse_geral","campinas","SP","24","922.60","38.44","6"
"beleza_saude","botucatu","SP","11","922.06","83.82","8"
"ferramentas_jardim","ribeirao preto","SP","8","918.00","114.75","3"
"moveis_decoracao","mairipora","SP","12","915.00","76.25","8"
"utilidades_domesticas","pederneiras","SP","7","914.99","130.71","5"
"market_place","indaiatuba","SP","7","913.93","130.56","4"
"construcao_ferramentas_jardim","juiz de fora","MG","32","903.40","28.23","14"
"eletroportateis","jaragua do sul","SC","16","903.00","56.44","3"
"alimentos_bebidas","sao paulo","SP","26","902.23","34.70","19"
"construcao_ferramentas_seguranca","brasilia","DF","7","899.34","128.48","2"
"beleza_saude","barueri","SP","6","897.38","149.56","3"
"informatica_acessorios","sao jose do rio preto","SP","11","896.46","81.50","3"
"automotivo","jau","SP","10","895.80","89.58","3"
"informatica_acessorios","bauru","SP","11","895.00","81.36","2"
"climatizacao","capivari","SP","5","894.94","178.99","2"
"esporte_lazer","itaipulandia","PR","5","894.89","178.98","3"
"utilidades_domesticas","jaragua do sul","SC","5","889.82","177.96","3"
"alimentos_bebidas","ribeirao pires","SP","23","889.05","38.65","12"
"casa_conforto","santa barbara d´oeste","SP","15","887.65","59.18","2"
"ferramentas_jardim","jacutinga","RS","6","884.90","147.48","2"
"esporte_lazer","belo horizonte","SP","10","882.70","88.27","3"
"casa_construcao","jacarei","SP","10","880.10","88.01","7"
"automotivo","mirassol","SP","11","878.90","79.90","1"
"perfumaria","franca","SP","9","875.97","97.33","7"
"brinquedos","sumare","SP","10","874.00","87.40","7"
"fashion_bolsas_e_acessorios","ribeirao preto","SP","10","864.10","86.41","9"
"esporte_lazer","domingos martins","ES","21","862.90","41.09","10"
"utilidades_domesticas","registro","SP","7","862.80","123.26","3"
"moveis_decoracao","andira-pr","PR","51","861.90","16.90","2"
"bebidas","pocos de caldas","MG","20","856.80","42.84","4"
"moveis_cozinha_area_de_servico_jantar_e_jardim","presidente prudente","SP","21","853.70","40.65","1"
"bebes","penapolis","SP","14","852.60","60.90","1"
"perfumaria","mococa","SP","18","851.30","47.29","5"
"beleza_saude","palhoca","SC","5","851.00","170.20","2"
"bebes","bahia","BA","5","849.50","169.90","1"
"artigos_de_natal","aparecida","SP","48","847.35","17.65","28"
"perfumaria","curitiba","PR","11","841.99","76.54","3"
"fashion_bolsas_e_acessorios","jundiai","SP","8","841.20","105.15","4"
"cool_stuff","campo grande","MS","5","840.36","168.07","2"
"informatica_acessorios","orlandia","SP","6","839.40","139.90","1"
"beleza_saude","sao carlos","SP","8","832.50","104.06","5"
"moveis_colchao_e_estofado","rio de janeiro","RJ","10","831.20","83.12","3"
"industria_comercio_e_negocios","novo hamburgo","RS","7","829.84","118.55","2"
"sinalizacao_e_seguranca","salto","SP","11","828.75","75.34","6"
"automotivo","piracicaba","SP","6","828.52","138.09","3"
"utilidades_domesticas","mairipora","SP","6","824.00","137.33","5"
"pet_shop","sao jose dos campos","SP","6","823.20","137.20","4"
"esporte_lazer","presidente prudente","SP","5","820.40","164.08","4"
"bebes","jaragua do sul","SC","19","818.70","43.09","2"
"automotivo","blumenau","SC","9","816.36","90.71","7"
"utilidades_domesticas","marilia","SP","8","815.20","101.90","6"
"artigos_de_natal","sao paulo","SP","13","815.00","62.69","2"
NULL,"taboao da serra","SP","17","812.23","47.78","6"
"automotivo","fortaleza","CE","5","809.96","161.99","3"
"casa_construcao","curitiba","PR","23","807.30","35.10","6"
NULL,"araguari","MG","8","806.59","100.82","6"
"eletroportateis","uruacu","GO","9","801.00","89.00","1"
"beleza_saude","belo horizonte","SP","8","799.40","99.93","2"
"papelaria","limeira","SP","12","795.75","66.31","4"
"beleza_saude","engenheiro coelho","SP","17","793.90","46.70","10"
"fashion_roupa_masculina","ibitinga","SP","14","793.60","56.69","2"
"malas_acessorios","florianopolis","SC","9","793.00","88.11","3"
"construcao_ferramentas_construcao","brasilia","DF","12","792.96","66.08","6"
"esporte_lazer","braco do norte","SC","9","792.54","88.06","4"
"cama_mesa_banho","lajeado","RS","19","784.10","41.27","2"
"beleza_saude","itaquaquecetuba","SP","12","783.84","65.32","8"
"livros_interesse_geral","natal","RN","23","782.00","34.00","4"
"automotivo","florianopolis","SC","15","778.50","51.90","7"
"papelaria","maringa","PR","10","769.81","76.98","3"
"informatica_acessorios","morrinhos","GO","12","761.88","63.49","3"
"ferramentas_jardim","porto alegre","RS","5","753.50","150.70","2"
"portateis_casa_forno_e_cafe","sao carlos","SP","8","753.00","94.13","7"
"papelaria","sao ludgero","SC","7","751.84","107.41","2"
"ferramentas_jardim","rio grande","RS","14","750.58","53.61","9"
"cama_mesa_banho","floresta","PR","7","749.98","107.14","3"
"brinquedos","petropolis","RJ","14","745.00","53.21","7"
"cine_foto","londrina","PR","5","745.00","149.00","3"
"esporte_lazer","sao roque","SP","15","738.53","49.24","7"
"cama_mesa_banho","sao bernardo do campo","SP","42","731.90","17.43","25"
"pet_shop","sorocaba","SP","10","730.69","73.07","8"
"eletroportateis","bento goncalves","RS","16","730.67","45.67","9"
"cds_dvds_musicais","jacarei","SP","14","730.00","52.14","1"
"telefonia","cananeia","SP","7","729.00","104.14","1"
"brinquedos","patos de minas","MG","10","726.10","72.61","5"
"papelaria","andradas","MG","8","724.20","90.53","3"
"automotivo","presidente prudente","SP","5","722.20","144.44","2"
"automotivo","salto","SP","17","721.83","42.46","5"
"perfumaria","atibaia","SP","5","721.50","144.30","2"
"papelaria","porto alegre","RS","9","720.68","80.08","3"
"cool_stuff","cuiaba","MT","7","720.00","102.86","3"
"moveis_decoracao","foz do iguacu","PR","12","719.08","59.92","9"
"malas_acessorios","limeira","SP","16","718.84","44.93","5"
"beleza_saude","bauru","SP","15","716.05","47.74","12"
NULL,"sao carlos","SP","9","715.90","79.54","7"
"esporte_lazer","parnamirim","RN","8","714.20","89.28","1"
"esporte_lazer","brasilia","DF","7","713.89","101.98","5"
"papelaria","bauru","SP","8","708.55","88.57","4"
NULL,"piracicaba","SP","12","706.89","58.91","8"
"moveis_decoracao","loanda","PR","10","703.08","70.31","7"
"papelaria","jundiai","SP","5","695.00","139.00","2"
"audio","brasilia","DF","9","692.01","76.89","1"
"automotivo","indaiatuba","SP","5","688.60","137.72","4"
"perfumaria","navegantes","SC","9","688.40","76.49","5"
"telefonia","mogi das cruses","SP","9","688.20","76.47","8"
"beleza_saude","limeira","SP","16","683.66","42.73","7"
"pet_shop","itu","SP","5","680.50","136.10","3"
"beleza_saude","colombo","PR","12","680.19","56.68","11"
"moveis_decoracao","arapongas","PR","7","678.40","96.91","5"
"cama_mesa_banho","muriae","MG","7","678.00","96.86","2"
"moveis_decoracao","registro","SP","9","677.80","75.31","1"
"utilidades_domesticas","monte siao","MG","15","677.22","45.15","5"
NULL,"capivari","SP","11","671.24","61.02","5"
"construcao_ferramentas_construcao","alfenas","MG","12","670.60","55.88","2"
"malas_acessorios","guarulhos","SP","10","669.20","66.92","4"
"esporte_lazer","assis","SP","10","667.00","66.70","4"
"utilidades_domesticas","presidente prudente","SP","13","667.00","51.31","2"
"utilidades_domesticas","pinhalao","PR","9","666.39","74.04","3"
"casa_conforto_2","ibitinga","SP","28","665.38","23.76","3"
"beleza_saude","joinville","SC","12","661.40","55.12","8"
"cama_mesa_banho","taubate","SP","12","660.00","55.00","1"
"construcao_ferramentas_construcao","sao bernardo do campo","SP","6","658.31","109.72","6"
NULL,"jundiai","SP","8","657.97","82.25","5"
"artes_e_artesanato","osasco","SP","6","657.94","109.66","2"
"moveis_sala","belo horizonte","MG","5","657.77","131.55","3"
"eletronicos","sao bernardo do campo","SP","21","655.41","31.21","9"
"telefonia","congonhal","MG","6","653.40","108.90","1"
"cine_foto","guarulhos","SP","13","653.30","50.25","4"
"esporte_lazer","sao jose dos campos","SP","24","653.20","27.22","9"
"informatica_acessorios","garca","SP","9","653.03","72.56","6"
"perfumaria","ipaussu","SP","7","653.00","93.29","6"
"instrumentos_musicais","belo horizonte","MG","7","651.74","93.11","5"
"alimentos","vicente de carvalho","SP","27","651.17","24.12","5"
"automotivo","nova odessa","SP","12","651.04","54.25","11"
"pc_gamer","sao paulo","SP","5","649.95","129.99","1"
"automotivo","sp","SP","10","648.54","64.85","5"
"perfumaria","sao  paulo","SP","5","647.70","129.54","3"
"brinquedos","vassouras","RJ","7","645.60","92.23","3"
"fashion_roupa_feminina","sao paulo","SP","15","643.50","42.90","11"
"pet_shop","santa barbara d'oeste","SP","10","641.90","64.19","1"
"moveis_escritorio","s jose do rio preto","SP","6","641.82","106.97","1"
"informatica_acessorios","birigui","SP","16","637.67","39.85","4"
"climatizacao","piracicaba","SP","6","636.97","106.16","3"
"construcao_ferramentas_construcao","petropolis","RJ","16","635.40","39.71","2"
"eletroportateis","ribeirao das neves","MG","9","631.37","70.15","5"
"esporte_lazer","birigui","SP","9","631.10","70.12","6"
"fashion_bolsas_e_acessorios","rio claro","SP","9","630.63","70.07","8"
"bebes","jacarei","SP","8","629.90","78.74","2"
